YYYYMMDDHH,MSLP,VMAX,TY,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,MRD,GUSTS,EYE,STORMNAME
2016082900,959,85,TY,34,170,190,170,160,992,205,15,0,0,38
2016082906,970,70,TY,34,170,190,170,160,990,195,15,0,0,38
2016082812,937,115,TY,34,160,210,190,150,995,220,17,0,25,38
2016082818,948,100,TY,34,170,200,170,150,995,220,15,0,20,38
2016082718,937,115,TY,34,160,200,170,140,998,240,12,0,15,38
2016082800,933,120,TY,34,160,210,190,140,998,240,12,0,15,38
2016082806,933,120,TY,34,160,210,190,140,995,220,15,0,20,38
2016082712,941,110,TY,34,140,200,170,130,1000,240,17,0,25,38
2016083000,974,65,TY,34,180,200,200,130,989,185,35,0,0,38
2016082618,956,90,TY,34,115,150,130,120,1001,225,10,0,10,38
2016082700,948,100,TY,34,115,180,140,120,1001,240,10,115,10,38
2016082706,944,105,TY,34,140,180,150,120,1000,240,17,0,25,38
2016082518,952,95,TY,34,90,100,100,100,1000,200,15,0,0,38
2016082600,952,95,TY,34,100,100,100,100,999,200,15,0,0,38
2016082606,952,95,TY,34,100,120,110,100,999,200,7,0,5,38
2016082612,956,90,TY,34,110,150,120,100,999,200,10,0,10,38
2016082912,974,65,TY,50,100,112,112,100,990,195,20,0,0,38
2016082918,974,65,TY,50,100,112,112,100,990,195,20,80,0,38
2016082512,952,95,TY,34,90,90,90,90,1000,200,10,0,0,38
2016082900,959,85,TY,50,94,107,94,88,992,205,15,0,0,38
2016082906,970,70,TY,50,94,106,94,87,990,195,15,0,0,38
2016082812,937,115,TY,50,90,121,109,83,995,220,17,0,25,38
2016082818,948,100,TY,50,95,114,95,83,995,220,15,0,20,38
2016082418,941,110,TY,34,80,80,80,80,1000,190,12,0,15,38
2016082500,944,105,TY,34,80,80,80,80,1000,200,12,0,15,38
2016082506,948,100,TY,34,80,80,80,80,1000,200,10,0,10,38
2016082718,937,115,TY,50,90,115,96,77,998,240,12,0,15,38
2016082800,933,120,TY,50,90,121,109,77,998,240,12,0,15,38
2016082806,933,120,TY,50,90,121,109,77,995,220,15,0,20,38
2016082400,963,80,TY,34,60,60,70,70,999,175,10,0,10,38
2016082406,952,95,TY,34,70,70,70,70,998,175,10,0,10,38
2016082412,948,100,TY,34,70,70,70,70,998,175,12,0,15,38
2016082712,941,110,TY,50,77,115,96,70,1000,240,17,0,25,38
2016083000,974,65,TY,50,100,112,112,68,989,185,35,0,0,38
2016082700,948,100,TY,50,60,101,76,64,1001,240,10,115,10,38
2016082706,944,105,TY,50,76,102,83,64,1000,240,17,0,25,38
2016082618,956,90,TY,50,60,82,69,63,1001,225,10,0,10,38
2016082318,970,70,TY,34,60,60,60,60,998,165,10,0,10,38
2016082912,974,65,TY,64,53,60,60,53,990,195,20,0,0,38
2016082918,974,65,TY,64,53,60,60,53,990,195,20,80,0,38
2016082518,952,95,TY,50,44,51,51,51,1000,200,15,0,0,38
2016082600,952,95,TY,50,51,51,51,51,999,200,15,0,0,38
2016082606,952,95,TY,50,51,63,57,51,999,200,7,0,5,38
2016082612,956,90,TY,50,57,82,63,50,999,200,10,0,10,38
2016082900,959,85,TY,64,51,58,51,47,992,205,15,0,0,38
2016082906,970,70,TY,64,50,57,50,46,990,195,15,0,0,38
2016082812,937,115,TY,64,48,66,59,45,995,220,17,0,25,38
2016082512,952,95,TY,50,44,44,44,44,1000,200,10,0,0,38
2016082818,948,100,TY,64,51,62,51,44,995,220,15,0,20,38
2016082800,933,120,TY,64,49,66,59,42,998,240,12,0,15,38
2016082806,933,120,TY,64,49,66,59,42,995,220,15,0,20,38
2016082718,937,115,TY,64,48,62,52,41,998,240,12,0,15,38
2016082418,941,110,TY,50,39,39,39,39,1000,190,12,0,15,38
2016082500,944,105,TY,50,39,39,39,39,1000,200,12,0,15,38
2016082506,948,100,TY,50,38,38,38,38,1000,200,10,0,10,38
2016082712,941,110,TY,64,41,62,52,38,1000,240,17,0,25,38
2016083000,974,65,TY,64,53,60,60,36,989,185,35,0,0,38
2016082700,948,100,TY,64,32,55,41,34,1001,240,10,115,10,38
2016082706,944,105,TY,64,41,55,44,34,1000,240,17,0,25,38
2016082618,956,90,TY,64,32,44,37,33,1001,225,10,0,10,38
2016082406,952,95,TY,50,32,32,32,32,998,175,10,0,10,38
2016082412,948,100,TY,50,32,32,32,32,998,175,12,0,15,38
2016082400,963,80,TY,50,25,25,31,31,999,175,10,0,10,38
2016082518,952,95,TY,64,23,27,27,27,1000,200,15,0,0,38
2016082600,952,95,TY,64,27,27,27,27,999,200,15,0,0,38
2016082606,952,95,TY,64,27,34,30,27,999,200,7,0,5,38
2016082612,956,90,TY,64,30,44,33,26,999,200,10,0,10,38
2016082318,970,70,TY,50,24,24,24,24,998,165,10,0,10,38
2016082512,952,95,TY,64,23,23,23,23,1000,200,10,0,0,38
2016082418,941,110,TY,64,20,20,20,20,1000,190,12,0,15,38
2016082500,944,105,TY,64,20,20,20,20,1000,200,12,0,15,38
2016082506,948,100,TY,64,20,20,20,20,1000,200,10,0,10,38
2016082406,952,95,TY,64,16,16,16,16,998,175,10,0,10,38
2016082412,948,100,TY,64,16,16,16,16,998,175,12,0,15,38
2016082400,963,80,TY,64,12,12,15,15,999,175,10,0,10,38
2016082318,970,70,TY,64,11,11,11,11,998,165,10,0,10,38
2009101812,926,130,ST,34,140,145,145,135,1006,250,15,0,25,39
2009101818,922,135,ST,34,140,145,145,135,1006,260,10,0,25,39
2009101900,918,140,ST,34,140,145,145,135,1005,260,15,0,30,39
2009101906,926,130,ST,34,140,140,120,130,1005,260,15,0,20,39
2009101812,926,130,ST,50,80,90,85,80,1006,250,15,0,25,39
2009101818,922,135,ST,50,80,90,85,80,1006,260,10,0,25,39
2009101900,918,140,ST,50,80,90,85,80,1005,260,15,0,30,39
2009101906,926,130,ST,50,80,85,70,70,1005,260,15,0,20,39
2009101812,926,130,ST,64,55,55,55,55,1006,250,15,0,25,39
2009101818,922,135,ST,64,55,55,55,55,1006,260,10,0,25,39
2009101900,918,140,ST,64,55,55,55,55,1005,260,15,0,30,39
2009101906,926,130,ST,64,55,55,55,55,1005,260,15,0,20,39
2011072112,1004,25,TD,0,0,0,0,0,1001,240,30,0,0,40
2011072100,993,40,TS,34,90,150,135,85,998,250,30,0,0,40
2011072106,996,35,TS,34,90,150,135,85,1001,240,30,0,0,40
2011071306,978,60,TS,34,90,85,85,90,1004,220,20,0,0,40
2011072018,989,45,TS,34,90,150,135,85,998,300,25,0,0,40
2011071300,982,55,TS,34,80,70,70,80,1004,250,35,0,0,40
2011071218,989,45,TS,34,70,60,60,70,1004,250,40,0,0,40
2011072012,982,55,TS,34,100,135,120,70,998,300,20,0,0,40
2011071306,978,60,TS,50,20,20,20,20,1004,220,20,0,0,40
2011072000,978,60,TS,34,115,145,130,80,998,310,25,0,0,40
2011072006,982,55,TS,34,100,135,120,70,998,300,20,0,20,40
2011072000,978,60,TS,50,35,45,35,30,998,310,25,0,0,40
2011072006,982,55,TS,50,20,20,20,20,998,300,20,0,20,40
2011071712,948,100,TY,34,220,160,160,220,1000,235,20,0,15,40
2011071512,944,105,TY,34,165,165,165,165,1000,205,15,0,10,40
2011071712,948,100,TY,50,100,85,85,100,1000,235,20,0,15,40
2011071512,944,105,TY,50,85,85,85,85,1000,205,15,0,10,40
2011071512,944,105,TY,64,50,50,50,50,1000,205,15,0,10,40
2011071712,948,100,TY,64,50,50,50,50,1000,235,20,0,15,40
2011071718,956,90,TY,34,240,230,230,240,995,270,20,0,10,40
2011071706,944,105,TY,34,220,160,160,220,999,225,20,0,15,40
2011071606,937,115,TY,34,190,165,165,190,998,215,15,0,15,40
2011071612,937,115,TY,34,190,165,165,190,998,215,15,0,10,40
2011071618,941,110,TY,34,190,180,180,190,998,215,15,0,15,40
2011071700,941,110,TY,34,190,180,180,190,998,215,20,0,15,40
2011071800,956,90,TY,34,220,220,180,180,995,270,20,0,15,40
2011071806,959,85,TY,34,220,220,180,180,998,300,20,0,15,40
2011071812,967,75,TY,34,200,200,150,170,998,300,25,0,0,40
2011071818,967,75,TY,34,210,210,150,170,998,315,25,0,0,40
2011071900,970,70,TY,34,225,225,150,170,997,337,25,0,0,40
2011071506,941,110,TY,34,165,155,155,165,1000,205,15,140,10,40
2011071518,944,105,TY,34,165,165,165,165,1000,205,15,0,15,40
2011071600,944,105,TY,34,165,165,165,165,999,225,15,0,15,40
2011071406,956,90,TY,34,150,130,130,150,1004,230,15,0,0,40
2011071412,952,95,TY,34,150,130,130,150,1003,225,15,0,0,40
2011071418,948,100,TY,34,150,130,130,150,1002,225,15,0,10,40
2011071500,941,110,TY,34,140,150,150,140,1000,220,15,0,10,40
2011071400,956,90,TY,34,115,105,105,120,1003,225,15,0,5,40
2011071318,963,80,TY,34,110,100,100,115,1003,250,20,0,10,40
2011071718,956,90,TY,50,110,100,100,110,995,270,20,0,10,40
2011071800,956,90,TY,50,110,100,100,110,995,270,20,0,15,40
2011071312,974,65,TY,34,105,95,95,105,1002,215,20,0,0,40
2011071606,937,115,TY,50,100,85,85,100,998,215,15,0,15,40
2011071612,937,115,TY,50,100,85,85,100,998,215,15,0,10,40
2011071618,941,110,TY,50,100,85,85,100,998,215,15,0,15,40
2011071700,941,110,TY,50,100,85,85,100,998,215,20,0,15,40
2011071706,944,105,TY,50,100,85,85,100,999,225,20,0,15,40
2011071906,970,70,TY,34,170,200,130,100,997,320,25,0,0,40
2011071518,944,105,TY,50,85,85,85,85,1000,205,15,0,15,40
2011071600,944,105,TY,50,85,85,85,85,999,225,15,0,15,40
2011071806,959,85,TY,50,110,110,80,80,998,300,20,0,15,40
2011071912,970,70,TY,34,125,140,120,80,997,310,25,0,0,40
2011071918,974,65,TY,34,115,145,130,80,998,320,25,0,0,40
2011071506,941,110,TY,50,75,75,75,75,1000,205,15,140,10,40
2011071812,967,75,TY,50,100,100,70,70,998,300,25,0,0,40
2011071818,967,75,TY,50,100,100,70,70,998,315,25,0,0,40
2011071900,970,70,TY,50,120,120,70,70,997,337,25,0,0,40
2011071406,956,90,TY,50,65,65,65,65,1004,230,15,0,0,40
2011071412,952,95,TY,50,65,65,65,65,1003,225,15,0,0,40
2011071418,948,100,TY,50,65,65,65,65,1002,225,15,0,10,40
2011071500,941,110,TY,50,65,65,65,65,1000,220,15,0,10,40
2011071718,956,90,TY,64,65,65,65,65,995,270,20,0,10,40
2011071800,956,90,TY,64,65,65,65,65,995,270,20,0,15,40
2011071506,941,110,TY,64,50,50,50,50,1000,205,15,140,10,40
2011071518,944,105,TY,64,50,50,50,50,1000,205,15,0,15,40
2011071600,944,105,TY,64,50,50,50,50,999,225,15,0,15,40
2011071606,937,115,TY,64,50,50,50,50,998,215,15,0,15,40
2011071612,937,115,TY,64,50,50,50,50,998,215,15,0,10,40
2011071618,941,110,TY,64,50,50,50,50,998,215,15,0,15,40
2011071700,941,110,TY,64,50,50,50,50,998,215,20,0,15,40
2011071706,944,105,TY,64,50,50,50,50,999,225,20,0,15,40
2011071806,959,85,TY,64,50,50,50,50,998,300,20,0,15,40
2011071400,956,90,TY,50,45,40,40,45,1003,225,15,0,5,40
2011071318,963,80,TY,50,40,35,35,40,1003,250,20,0,10,40
2011071406,956,90,TY,64,40,40,40,40,1004,230,15,0,0,40
2011071412,952,95,TY,64,40,40,40,40,1003,225,15,0,0,40
2011071418,948,100,TY,64,40,40,40,40,1002,225,15,0,10,40
2011071500,941,110,TY,64,40,40,40,40,1000,220,15,0,10,40
2011071812,967,75,TY,64,40,40,40,40,998,300,25,0,0,40
2011071818,967,75,TY,64,40,40,40,40,998,315,25,0,0,40
2011071900,970,70,TY,64,45,45,40,40,997,337,25,0,0,40
2011071906,970,70,TY,50,120,120,70,40,997,320,25,0,0,40
2011071312,974,65,TY,50,35,30,30,35,1002,215,20,0,0,40
2011071912,970,70,TY,50,40,40,35,35,997,310,25,0,0,40
2011071918,974,65,TY,50,35,45,35,30,998,320,25,0,0,40
2011071400,956,90,TY,64,25,25,25,25,1003,225,15,0,5,40
2011071318,963,80,TY,64,20,20,20,20,1003,250,20,0,10,40
2016091218,989,45,TS,34,80,80,60,80,1008,175,30,0,0,41
2016091300,1000,45,TS,34,80,80,60,80,1008,175,30,0,0,41
2016091306,985,50,TS,34,80,80,60,80,1008,175,30,0,0,41
2016091312,982,55,TS,34,80,80,60,80,1008,185,30,0,0,41
2016091318,990,60,TS,34,90,80,60,80,1007,175,30,0,0,41
2016091306,985,50,TS,50,36,36,23,36,1008,175,30,0,0,41
2016091312,982,55,TS,50,36,36,23,36,1008,185,30,0,0,41
2016091318,990,60,TS,50,43,36,24,36,1007,175,30,0,0,41
2016092006,986,55,TS,34,130,100,80,130,1007,180,30,0,0,41
2016092006,986,55,TS,50,68,49,36,68,1007,180,30,0,0,41
2016091412,970,70,TY,34,110,110,70,100,1008,180,25,0,0,41
2016091400,974,65,TY,34,110,110,70,90,1008,175,25,0,0,41
2016091406,970,70,TY,34,110,110,70,90,1008,175,25,0,0,41
2016091412,970,70,TY,50,56,56,31,49,1008,180,25,0,0,41
2016091400,974,65,TY,50,55,55,30,43,1008,175,25,0,0,41
2016091406,970,70,TY,50,56,56,31,43,1008,175,25,0,0,41
2016091412,970,70,TY,64,29,29,15,25,1008,180,25,0,0,41
2016091400,974,65,TY,64,29,29,15,22,1008,175,25,0,0,41
2016091406,970,70,TY,64,29,29,15,22,1008,175,25,0,0,41
2016091912,950,100,TY,34,170,100,120,240,1005,210,10,0,0,41
2016091912,950,100,TY,50,95,51,64,139,1005,210,10,0,0,41
2016091712,963,80,TY,34,130,110,110,130,1005,205,15,0,0,41
2016091818,948,105,TY,34,120,100,120,120,1006,195,12,0,15,41
2016091900,941,110,TY,34,120,100,120,120,1005,205,12,0,15,41
2016091906,941,110,TY,34,150,100,150,120,1005,210,10,0,10,41
2016091500,970,70,TY,34,110,110,80,110,1006,180,20,0,0,41
2016091506,967,75,TY,34,110,110,90,110,1006,180,20,0,0,41
2016091512,956,90,TY,34,110,110,90,110,1006,180,7,0,5,41
2016091518,966,90,TY,34,110,110,90,110,1005,180,7,0,5,41
2016091606,944,105,TY,34,120,110,110,110,1005,200,10,0,10,41
2016091612,937,115,TY,34,120,110,110,110,1005,190,10,0,10,41
2016091618,937,115,TY,34,120,110,110,110,1005,200,10,0,10,41
2016091700,941,110,TY,34,120,120,110,110,1005,170,10,0,10,41
2016091706,948,100,TY,34,120,130,110,110,1005,210,10,0,10,41
2016091718,967,75,TY,34,130,130,110,110,1005,205,20,0,0,41
2016091812,961,90,TY,34,100,100,120,110,1006,210,20,0,30,41
2016091918,963,80,TY,34,150,100,220,110,1005,180,25,0,0,41
2016091418,967,75,TY,34,110,110,70,100,1006,180,20,0,5,41
2016091600,952,95,TY,34,110,90,90,100,1005,185,7,110,5,41
2016091800,967,75,TY,34,130,100,100,100,1006,210,25,0,0,41
2016091806,959,85,TY,34,120,100,100,100,1006,210,25,0,0,41
2016092000,979,65,TY,34,140,120,180,90,1007,200,25,0,0,41
2016091912,950,100,TY,64,51,27,34,76,1005,210,10,0,0,41
2016091712,963,80,TY,50,69,56,56,69,1005,205,15,0,0,41
2016091818,948,105,TY,50,64,51,64,64,1006,195,12,0,15,41
2016091900,941,110,TY,50,64,52,64,64,1005,205,12,0,15,41
2016091906,941,110,TY,50,83,52,83,64,1005,210,10,0,10,41
2016091606,944,105,TY,50,64,58,58,58,1005,200,10,0,10,41
2016091612,937,115,TY,50,64,58,58,58,1005,190,10,0,10,41
2016091618,937,115,TY,50,64,58,58,58,1005,200,10,0,10,41
2016091700,941,110,TY,50,64,64,58,58,1005,170,10,0,10,41
2016091512,956,90,TY,50,57,57,44,57,1006,180,7,0,5,41
2016091518,966,90,TY,50,57,57,44,57,1005,180,7,0,5,41
2016091706,948,100,TY,50,64,70,57,57,1005,210,10,0,10,41
2016091812,961,90,TY,50,50,50,63,57,1006,210,20,0,30,41
2016091500,970,70,TY,50,56,56,37,56,1006,180,20,0,0,41
2016091506,967,75,TY,50,56,56,43,56,1006,180,20,0,0,41
2016091718,967,75,TY,50,69,69,56,56,1005,205,20,0,0,41
2016091918,963,80,TY,50,81,50,126,56,1005,180,25,0,0,41
2016091600,952,95,TY,50,57,44,44,51,1005,185,7,110,5,41
2016091418,967,75,TY,50,56,56,31,50,1006,180,20,0,5,41
2016091800,967,75,TY,50,69,50,50,50,1006,210,25,0,0,41
2016091806,959,85,TY,50,63,50,50,50,1006,210,25,0,0,41
2016092000,979,65,TY,50,74,62,100,43,1007,200,25,0,0,41
2016091712,963,80,TY,64,36,29,29,36,1005,205,15,0,0,41
2016091818,948,105,TY,64,34,27,34,34,1006,195,12,0,15,41
2016091900,941,110,TY,64,34,27,34,34,1005,205,12,0,15,41
2016091906,941,110,TY,64,45,27,45,34,1005,210,10,0,10,41
2016091612,937,115,TY,64,34,31,31,31,1005,190,10,0,10,41
2016091618,937,115,TY,64,34,31,31,31,1005,200,10,0,10,41
2016091700,941,110,TY,64,34,34,31,31,1005,170,10,0,10,41
2016091512,956,90,TY,64,30,30,23,30,1006,180,7,0,5,41
2016091518,966,90,TY,64,30,30,23,30,1005,180,7,0,5,41
2016091606,944,105,TY,64,34,30,30,30,1005,200,10,0,10,41
2016091706,948,100,TY,64,34,37,30,30,1005,210,10,0,10,41
2016091812,961,90,TY,64,26,26,33,30,1006,210,20,0,30,41
2016091500,970,70,TY,64,29,29,18,29,1006,180,20,0,0,41
2016091506,967,75,TY,64,29,29,22,29,1006,180,20,0,0,41
2016091718,967,75,TY,64,36,36,29,29,1005,205,20,0,0,41
2016091918,963,80,TY,64,43,26,68,29,1005,180,25,0,0,41
2016091600,952,95,TY,64,30,23,23,27,1005,185,7,110,5,41
2016091418,967,75,TY,64,29,29,15,26,1006,180,20,0,5,41
2016091800,967,75,TY,64,36,26,26,26,1006,210,25,0,0,41
2016091806,959,85,TY,64,33,26,26,26,1006,210,25,0,0,41
2016092000,979,65,TY,64,39,32,53,22,1007,200,25,0,0,41
2016110306,1000,30,TD,0,0,0,0,0,1004,190,40,0,0,42
2016110406,989,50,TS,34,70,80,90,80,1002,170,35,0,0,42
2016110312,996,35,TS,34,60,60,60,60,1004,185,40,0,0,42
2016110318,993,40,TS,34,60,60,60,60,1004,185,40,0,0,42
2016110400,989,45,TS,34,60,70,70,60,1002,150,40,0,0,42
2016110406,989,50,TS,50,29,36,42,36,1002,170,35,0,0,42
2016110412,978,60,TS,34,80,90,100,90,1002,170,35,0,0,42
2016110412,978,60,TS,50,36,43,49,43,1002,170,35,0,0,42
2016110618,970,70,TY,34,180,180,180,210,1004,230,20,0,0,42
2016110612,963,80,TY,34,170,160,160,180,1004,230,20,0,0,42
2016110600,963,90,TY,34,170,140,140,160,1004,225,20,0,0,42
2016110606,962,90,TY,34,170,160,140,160,1004,225,20,0,0,42
2016110518,966,85,TY,34,170,140,140,140,1003,220,25,0,0,42
2016110506,967,75,TY,34,100,140,130,120,1003,220,25,0,0,42
2016110512,963,80,TY,34,120,140,140,120,1003,220,25,0,0,42
2016110618,970,70,TY,50,100,100,100,119,1004,230,20,0,0,42
2016110500,967,75,TY,34,100,140,120,110,1003,220,25,0,0,42
2016110418,970,70,TY,34,90,110,110,100,1002,210,30,0,0,42
2016110612,963,80,TY,50,94,88,88,100,1004,230,20,0,0,42
2016110600,963,90,TY,50,95,76,76,88,1004,225,20,0,0,42
2016110606,962,90,TY,50,95,88,76,88,1004,225,20,0,0,42
2016110518,966,85,TY,50,94,75,75,75,1003,220,25,0,0,42
2016110618,970,70,TY,64,53,53,53,64,1004,230,20,0,0,42
2016110512,963,80,TY,50,63,75,75,63,1003,220,25,0,0,42
2016110506,967,75,TY,50,50,75,69,62,1003,220,25,0,0,42
2016110500,967,75,TY,50,50,75,62,56,1003,220,25,0,0,42
2016110612,963,80,TY,64,50,47,47,54,1004,230,20,0,0,42
2016110418,970,70,TY,50,43,56,56,49,1002,210,30,0,0,42
2016110600,963,90,TY,64,51,40,40,47,1004,225,20,0,0,42
2016110606,962,90,TY,64,51,47,40,47,1004,225,20,0,0,42
2016110518,966,85,TY,64,51,40,40,40,1003,220,25,0,0,42
2016110506,967,75,TY,64,26,40,36,33,1003,220,25,0,0,42
2016110512,963,80,TY,64,33,40,40,33,1003,220,25,0,0,42
2016110500,967,75,TY,64,26,40,33,29,1003,220,25,0,0,42
2016110418,970,70,TY,64,22,29,29,25,1002,210,30,0,0,42
2016110509,963,80,TY,34,120,140,130,110,1003,220,25,0,0,42
2016110509,963,80,TY,50,63,75,69,56,1003,220,25,0,0,42
2016110509,963,80,TY,64,33,40,36,29,1003,220,25,0,0,42
2010101718,907,155,ST,34,145,110,130,150,1007,195,10,0,0,43
2010101712,903,160,ST,34,140,105,125,145,1008,185,10,0,25,43
2010101800,911,150,ST,34,150,120,120,140,1007,205,10,0,0,43
2010101706,914,145,ST,34,130,100,110,130,1008,175,10,0,20,43
2010101700,918,140,ST,34,145,125,100,125,1006,175,10,0,0,43
2010101706,914,145,ST,50,95,65,65,95,1008,175,10,0,20,43
2010101712,903,160,ST,50,95,65,80,95,1008,185,10,0,25,43
2010101718,907,155,ST,50,95,65,80,95,1007,195,10,0,0,43
2010101800,911,150,ST,50,95,80,75,85,1007,205,10,0,0,43
2010101700,918,140,ST,50,90,75,60,75,1006,175,10,0,0,43
2010101712,903,160,ST,64,55,40,50,60,1008,185,10,0,25,43
2010101718,907,155,ST,64,55,40,50,60,1007,195,10,0,0,43
2010101706,914,145,ST,64,55,45,45,55,1008,175,10,0,20,43
2010101800,911,150,ST,64,60,50,45,55,1007,205,10,0,0,43
2010101700,918,140,ST,64,55,45,35,45,1006,175,10,0,0,43
2010102306,982,55,TS,34,75,60,55,65,1002,165,15,0,0,43
2010101400,982,55,TS,34,55,60,50,60,1007,150,25,0,0,43
2010101318,985,50,TS,34,50,55,45,50,1007,145,30,0,0,43
2010101400,982,55,TS,50,25,25,25,25,1007,150,25,0,0,43
2010102306,982,55,TS,50,15,15,15,15,1002,165,15,0,0,43
2010101406,978,60,TS,34,55,55,45,50,1008,150,15,0,0,43
2010101406,978,60,TS,50,20,20,20,20,1008,150,15,0,0,43
2010102000,937,115,TY,34,170,185,190,190,1003,215,15,0,0,43
2010102006,937,115,TY,34,170,185,190,190,1003,215,15,0,25,43
2010102012,941,110,TY,34,160,175,180,180,1003,210,15,0,35,43
2010102018,944,105,TY,34,160,175,180,180,1003,210,15,0,0,43
2010102100,948,100,TY,34,160,175,180,180,1003,210,20,0,25,43
2010102106,948,100,TY,34,160,175,180,180,1002,210,30,0,40,43
2010102112,948,100,TY,34,160,175,180,180,1002,210,30,0,40,43
2010101906,948,100,TY,34,130,110,120,150,1003,210,15,0,35,43
2010102118,948,100,TY,34,160,160,150,150,1002,210,30,0,40,43
2010102200,948,100,TY,34,160,160,150,150,1002,210,30,0,25,43
2010101912,944,105,TY,34,130,120,120,145,1003,215,15,0,35,43
2010101918,941,110,TY,34,130,120,120,145,1003,215,15,0,15,43
2010102206,952,95,TY,34,115,135,135,145,1002,185,20,0,0,43
2010102212,956,90,TY,34,145,135,135,145,1002,185,15,0,0,43
2010101806,933,120,TY,34,150,120,120,140,1005,205,10,0,0,43
2010101812,956,90,TY,34,150,120,120,140,1005,205,15,0,0,43
2010101818,952,95,TY,34,140,120,120,140,1003,205,15,0,0,43
2010101900,952,95,TY,34,140,120,120,140,1003,205,15,0,10,43
2010102218,963,80,TY,34,130,115,115,130,1002,170,15,0,0,43
2010102000,937,115,TY,50,90,100,110,110,1003,215,15,0,0,43
2010102006,937,115,TY,50,90,100,110,110,1003,215,15,0,25,43
2010102012,941,110,TY,50,85,95,105,105,1003,210,15,0,35,43
2010102018,944,105,TY,50,85,95,105,105,1003,210,15,0,0,43
2010102100,948,100,TY,50,85,95,105,105,1003,210,20,0,25,43
2010102106,948,100,TY,50,85,95,105,105,1002,210,30,0,40,43
2010102112,948,100,TY,50,85,95,105,105,1002,210,30,0,40,43
2010101618,929,125,TY,34,120,95,80,100,1006,175,10,0,0,43
2010101612,941,110,TY,34,110,95,80,95,1006,180,10,0,15,43
2010102206,952,95,TY,50,80,80,75,95,1002,185,20,0,0,43
2010101606,948,100,TY,34,110,95,85,90,1006,180,15,0,0,43
2010101906,948,100,TY,50,90,80,80,90,1003,210,15,0,35,43
2010101912,944,105,TY,50,90,80,80,90,1003,215,15,0,35,43
2010101918,941,110,TY,50,90,80,80,90,1003,215,15,0,15,43
2010101506,956,90,TY,34,85,70,70,85,1008,195,15,0,0,43
2010101512,956,90,TY,34,85,70,70,85,1008,195,15,0,0,43
2010101518,956,90,TY,34,85,70,70,85,1008,180,15,0,0,43
2010101806,933,120,TY,50,95,80,75,85,1005,205,10,0,0,43
2010101812,956,90,TY,50,95,80,75,85,1005,205,15,0,0,43
2010101818,952,95,TY,50,85,75,75,85,1003,205,15,0,0,43
2010101900,952,95,TY,50,85,75,75,85,1003,205,15,0,10,43
2010101600,956,90,TY,34,95,90,75,80,1006,190,15,0,0,43
2010102212,956,90,TY,50,75,65,55,80,1002,185,15,0,0,43
2010101418,963,80,TY,34,75,50,55,75,1008,210,15,0,0,43
2010102118,948,100,TY,50,85,85,75,75,1002,210,30,0,40,43
2010102200,948,100,TY,50,85,85,75,75,1002,210,30,0,25,43
2010102300,970,70,TY,34,110,100,100,75,1002,180,15,0,0,43
2010102000,937,115,TY,64,55,60,65,65,1003,215,15,0,0,43
2010102006,937,115,TY,64,55,60,65,65,1003,215,15,0,25,43
2010102012,941,110,TY,64,55,60,65,65,1003,210,15,0,35,43
2010102018,944,105,TY,64,55,60,65,65,1003,210,15,0,0,43
2010102100,948,100,TY,64,55,60,65,65,1003,210,20,0,25,43
2010102106,948,100,TY,64,55,60,65,65,1002,210,30,0,40,43
2010102112,948,100,TY,64,55,60,65,65,1002,210,30,0,40,43
2010102218,963,80,TY,50,60,50,45,65,1002,170,15,0,0,43
2010101612,941,110,TY,50,60,55,50,60,1006,180,10,0,15,43
2010101618,929,125,TY,50,65,55,50,60,1006,175,10,0,0,43
2010101906,948,100,TY,64,60,50,50,60,1003,210,15,0,35,43
2010101912,944,105,TY,64,60,50,50,60,1003,215,15,0,35,43
2010101918,941,110,TY,64,60,50,50,60,1003,215,15,0,15,43
2010101506,956,90,TY,50,55,45,45,55,1008,195,15,0,0,43
2010101512,956,90,TY,50,55,45,45,55,1008,195,15,0,0,43
2010101518,956,90,TY,50,55,45,45,55,1008,180,15,0,0,43
2010101606,948,100,TY,50,75,55,50,55,1006,180,15,0,0,43
2010101806,933,120,TY,64,60,50,45,55,1005,205,10,0,0,43
2010101812,956,90,TY,64,60,50,45,55,1005,205,15,0,0,43
2010101818,952,95,TY,64,55,45,45,55,1003,205,15,0,0,43
2010101900,952,95,TY,64,55,45,45,55,1003,205,15,0,10,43
2010101412,970,70,TY,34,55,55,45,50,1008,150,15,0,0,43
2010101600,956,90,TY,50,60,55,45,50,1006,190,15,0,0,43
2010102118,948,100,TY,64,55,55,50,50,1002,210,30,0,40,43
2010102200,948,100,TY,64,55,55,50,50,1002,210,30,0,25,43
2010102206,952,95,TY,64,45,45,45,50,1002,185,20,0,0,43
2010102300,970,70,TY,50,50,40,40,45,1002,180,15,0,0,43
2010101418,963,80,TY,50,40,35,30,40,1008,210,15,0,0,43
2010101618,929,125,TY,64,40,40,30,40,1006,175,10,0,0,43
2010102212,956,90,TY,64,35,35,35,35,1002,185,15,0,0,43
2010101506,956,90,TY,64,30,30,30,30,1008,195,15,0,0,43
2010101512,956,90,TY,64,30,30,30,30,1008,195,15,0,0,43
2010101518,956,90,TY,64,30,30,30,30,1008,180,15,0,0,43
2010101600,956,90,TY,64,30,30,30,30,1006,190,15,0,0,43
